name,cpf,birthDate,motherName,cnpj,genre,createdAt
Maria Rodrigues,581.042.736-71,1985-10-13T00:55:41.193186,Luiza Barros,,Desconhecido,2024-06-24T16:45:46.054445
Hellena Castro,296.148.537-19,1987-10-14T20:15:42.986751,Maria Luísa Barros,,Feminino,2024-05-04T21:33:11.063619
Stephany Melo,057.984.321-14,1965-04-22T12:18:07.609113,Esther Rezende,,Feminino,2025-09-02T13:42:52.358262
Alexandre Rodrigues,956.421.083-60,1946-09-22T22:40:42.088063,Ágatha Ribeiro,,Desconhecido,2025-07-12T04:14:17.090577
Ryan Moura,670.341.925-61,1981-09-15T10:31:39.244844,Hellena da Conceição,,Masculino,2025-04-26T07:20:27.922090
Clarice da Paz,864.932.570-00,1960-03-12T06:27:27.727947,Maria Helena Marques,,Feminino,2024-06-15T20:10:02.159481
Mateus Pacheco,694.518.270-30,2003-12-20T13:41:49.694766,Ana Carolina Teixeira,,Masculino,2025-03-06T01:05:11.780771
Heitor Cavalcanti,180.536.947-48,2006-06-16T18:52:01.096267,Allana Macedo,,Masculino,2024-06-23T14:40:47.304003
Antony Pinto,092.645.183-98,1998-06-30T22:07:42.521734,Anna Liz Andrade,,Desconhecido,2024-05-15T11:02:24.448690
Ester da Rocha,297.384.516-55,1954-05-14T05:14:07.287928,Rebeca Peixoto,,Feminino,2025-06-02T23:24:56.766437
Maria Liz Cavalcanti,394.182.675-19,1989-12-16T20:52:12.219070,Lorena Pastor,,Desconhecido,2024-12-12T05:14:38.570381
Marina Cavalcanti,893.167.250-03,1984-12-17T16:12:15.397180,Milena Mendes,,Feminino,2023-11-09T13:53:58.253093
Lunna da Rocha,536.879.021-02,1963-07-21T07:53:11.026152,Nicole Câmara,,Desconhecido,2024-10-21T07:38:17.397362
Paulo Leão,890.431.652-98,1961-02-12T00:49:32.751329,Catarina Aragão,,Desconhecido,2024-07-12T08:12:18.050126
Pedro Miguel Cardoso,487.536.912-37,1984-02-20T09:21:45.858808,Hellena Costa,,Masculino,2025-05-17T17:32:19.154935
Miguel Brito,548.203.671-53,1988-08-19T01:04:33.590249,Melissa da Conceição,,Masculino,2023-11-08T03:57:27.388275
Ravy Oliveira,304.785.926-47,1959-05-12T07:31:56.076505,Antonella Cunha,,Desconhecido,2024-02-28T01:51:01.578937
Ana Luiza Casa Grande,103.758.649-20,1980-10-08T05:17:49.228225,Mirella Campos,,Feminino,2023-11-12T05:17:25.407247
Noah Vargas,408.267.159-58,1956-06-13T13:41:21.798136,Ana Ramos,,Masculino,2024-10-04T02:38:05.774908
Olívia Nogueira,938.241.650-15,1977-07-28T11:34:43.515153,Sarah Albuquerque,,Desconhecido,2024-03-22T16:28:03.514420
Ana Barros,264.517.380-26,1948-12-22T05:47:12.064264,Eloah Casa Grande,,Feminino,2023-11-28T15:35:57.976248
Renan Santos,870.529.634-00,1959-01-01T08:47:19.951715,Ana Beatriz Pastor,,Masculino,2025-04-10T17:54:37.500557
Eloá Leão,265.073.498-10,1996-07-10T20:06:32.021556,Bianca Oliveira,,Feminino,2025-05-10T19:55:44.787175
Ana Carolina Nogueira,028.965.143-33,2005-04-10T09:45:44.911848,Aylla Pimenta,,Feminino,2024-08-30T02:49:57.413177
Bruno Moreira,094.352.167-06,1970-07-14T20:09:40.323035,Marcela Moreira,,Masculino,2025-10-11T14:16:46.890211
João Pedro Albuquerque,631.852.479-73,2007-07-22T23:21:09.744344,Manuela da Mota,,Desconhecido,2024-10-16T06:51:59.521425
Manuella Costa,458.791.063-57,2005-03-13T13:46:55.043425,Cecília Jesus,,Feminino,2024-02-04T20:40:13.542698
Diego Rios,051.432.978-50,1954-06-20T11:02:23.370142,Agatha Siqueira,,Masculino,2025-10-01T18:34:51.838608
Stella Sousa,036.478.159-93,1970-07-01T01:41:30.201653,Esther Borges,,Feminino,2024-09-17T22:14:33.006650
Alice Ribeiro,051.329.648-42,1955-09-06T23:10:54.801290,Ana Sophia Peixoto,,Desconhecido,2024-11-09T11:02:37.773443
Gustavo Henrique Araújo,539.417.802-04,1965-07-13T01:02:06.341601,Clarice Costa,,Masculino,2025-05-28T06:42:28.662573
Luara Oliveira,830.157.246-90,1976-01-10T03:00:56.248832,Ana Laura da Luz,,Feminino,2024-11-01T01:25:48.706662
Liam Casa Grande,195.084.367-00,2000-05-09T22:21:42.363222,Olivia Machado,,Desconhecido,2025-04-20T19:37:39.062334
Guilherme Casa Grande,863.541.209-51,1955-01-03T16:14:31.977694,Emanuelly Caldeira,,Masculino,2024-04-02T07:36:28.973828
Rafaela Gomes,036.714.829-31,1970-03-09T18:04:52.835652,Stephany Moraes,,Feminino,2024-01-04T22:07:34.044612
Arthur Almeida,920.458.367-38,1989-06-24T18:07:37.749223,Sofia Pereira,,Desconhecido,2024-01-02T14:05:34.060413
Antony Silva,287.649.031-50,1989-11-06T11:57:06.454269,Jade Costa,,Masculino,2024-07-16T14:10:05.112686
Thales Aparecida,870.261.935-03,1997-02-15T20:39:14.676439,Ana Sophia Costa,,Desconhecido,2024-09-03T10:52:53.817484
Marina Ribeiro,634.719.528-37,1946-09-13T05:53:45.148541,Ana Carolina Fogaça,,Feminino,2025-09-16T16:40:33.655528
Lucas Nascimento,578.140.236-53,1987-01-14T00:21:43.763432,Ana Clara Farias,,Desconhecido,2024-04-13T16:26:06.796652
Maria Isis Martins,608.139.752-12,1992-08-07T12:40:21.905479,Maria Cecília Araújo,,Feminino,2024-11-09T12:03:02.171564
Kevin Ribeiro,254.371.869-91,1982-05-08T15:57:12.640680,Maria Dias,,Desconhecido,2025-06-24T13:41:06.532661
Emanuella Moreira,658.731.942-46,1957-08-27T13:04:03.176580,Letícia Alves,,Feminino,2024-06-02T03:10:36.627541
Ana Liz Andrade,408.967.253-83,1951-12-13T03:02:25.639033,Mariana Silva,,Feminino,2024-12-25T03:04:04.308237
Evelyn Campos,976.418.235-64,1993-03-04T11:28:46.979118,Aylla da Costa,,Feminino,2024-11-21T11:17:23.649316
Sarah Peixoto,564.297.018-67,2006-09-29T13:20:14.498557,Luara Brito,,Feminino,2024-09-12T23:21:34.677609
João Lucas Farias,439.206.758-00,1971-10-08T11:00:57.911860,Laís Pacheco,,Masculino,2023-12-16T07:03:44.645659
Mateus Nunes,623.498.510-60,1983-01-25T17:59:21.999474,Maria Fernanda Cardoso,,Desconhecido,2024-01-19T23:20:46.527169
Sofia da Paz,038.594.612-06,2000-12-14T12:35:57.047634,Laís da Cunha,,Feminino,2025-05-20T07:53:54.037886
Natália Moreira,138.967.240-96,1996-06-07T15:52:49.716049,Sofia Novaes,,Desconhecido,2024-06-09T04:00:51.934297
Heloísa Nascimento,510.486.329-89,1959-06-09T09:29:08.370386,Manuela Souza,,Feminino,2024-01-21T23:44:06.612759
Aylla Brito,459.387.016-00,1970-06-06T10:01:52.705816,Maria Alice Camargo,,Feminino,2024-10-09T00:13:02.034355
Cauã Ferreira,420.583.976-65,1968-10-19T05:18:48.797154,Elisa Caldeira,,Masculino,2024-04-03T22:07:18.889798
Valentim Andrade,185.306.492-06,1996-10-23T00:10:06.283316,Maria Fernanda Santos,,Masculino,2024-01-29T17:03:31.477592
Maitê Duarte,295.648.317-09,1957-05-09T03:23:30.922326,Aurora Moraes,,Feminino,2024-01-26T12:41:16.407977
Enzo Pereira,346.078.912-31,1997-06-24T03:56:45.004134,Cecília Cirino,,Masculino,2025-03-04T08:54:32.771073
Sabrina Novais,239.710.846-13,1946-05-17T19:01:50.073261,Gabriela Lopes,,Desconhecido,2025-06-03T00:01:44.384964
Heloísa Almeida,503.248.671-07,2001-03-27T16:45:28.958899,Ana Correia,,Feminino,2023-12-16T05:40:31.524599
Ana Júlia da Mota,971.234.508-41,1995-06-01T21:55:54.102399,Evelyn Freitas,,Feminino,2024-08-21T09:35:58.738893
Isadora Andrade,793.256.841-28,1957-05-31T12:20:48.502420,Juliana Vieira,,Desconhecido,2024-03-07T02:04:07.066105
Ana Julia Cunha,307.826.495-56,1972-10-25T07:59:55.809391,Eloah Mendes,,Feminino,2025-04-19T19:23:14.366768
Gabrielly Sousa,450.187.692-11,1991-11-11T18:26:16.153924,Luiza Albuquerque,,Feminino,2024-08-18T09:02:20.534692
Pedro Lucas Aragão,136.549.072-61,1980-11-14T18:38:53.103650,Maria Luísa Novaes,,Desconhecido,2024-08-09T04:54:17.100706
Augusto Abreu,839.572.064-56,1969-05-06T10:15:58.644435,Isabelly da Cunha,,Masculino,2025-02-14T09:11:40.325739
Maria Laura Correia,617.230.459-34,1971-11-06T18:35:09.209162,Maysa Machado,,Feminino,2024-07-16T09:14:44.485734
Lavínia Machado,452.769.380-83,1993-05-08T11:23:47.938070,Alice Sales,,Desconhecido,2024-05-27T01:28:51.324897
Bárbara da Rosa,841.795.206-30,2006-06-19T21:59:33.753017,Cecília Pinto,,Feminino,2024-03-31T14:54:14.634551
João Felipe Cavalcante,471.906.352-70,2002-09-25T16:16:01.164002,Nicole Ramos,,Desconhecido,2025-07-05T09:24:40.908386
Theo Novais,952.830.174-60,2006-06-08T21:24:54.918221,Isabella Sampaio,,Desconhecido,2024-08-02T23:14:07.003097
Lunna Araújo,847.132.950-60,1998-07-19T09:54:39.977192,Allana Pires,,Desconhecido,2023-10-28T01:49:46.126833
Emanuella Gonçalves,530.872.619-12,2002-12-29T23:05:23.996989,Mirella Aparecida,,Desconhecido,2025-02-13T06:07:06.432978
Maria Clara Monteiro,176.249.053-61,2005-04-10T09:08:20.528486,Bianca Vargas,,Feminino,2025-03-07T11:41:19.754591
Pietro Gonçalves,318.042.657-80,1962-07-25T06:22:28.640817,Aurora Vasconcelos,,Desconhecido,2025-03-08T14:52:47.343045
Bernardo Sá,905.426.873-56,1959-08-06T21:25:20.851336,Cecilia Fernandes,,Desconhecido,2025-10-16T10:23:26.022989
João Felipe Fogaça,653.741.098-39,1974-08-03T03:33:58.055297,Juliana Dias,,Desconhecido,2024-11-04T08:48:43.073249
Laura da Costa,534.678.012-26,1960-05-24T10:55:48.007113,Ana Cecília Vargas,,Feminino,2024-03-02T21:36:17.486634
Catarina da Costa,791.253.468-73,1949-11-12T00:28:55.962590,Esther Mendonça,,Feminino,2024-06-19T12:06:58.904359
Anthony Gabriel Guerra,671.928.403-78,1976-04-16T21:20:15.515393,Marina Aragão,,Masculino,2023-12-01T03:00:55.022798
Caio Leão,392.148.756-00,1993-06-17T15:19:31.668496,Zoe Pacheco,,Masculino,2025-10-08T09:03:00.134293
Benicio Cassiano,975.308.642-38,1997-05-03T00:32:00.896022,Mariah Duarte,,Desconhecido,2025-04-12T12:57:44.773967
Bento Nogueira,925.381.764-09,1962-09-12T20:39:54.761723,Rebeca Lopes,,Masculino,2025-09-22T23:21:50.936120
André Gomes,746.381.502-17,1973-09-30T10:36:19.544030,Ana Lima,,Masculino,2024-04-03T17:47:42.749687
Valentim da Mata,089.354.216-42,2000-07-20T11:29:49.819329,Larissa Fonseca,,Masculino,2025-09-14T23:17:55.030033
Guilherme Sampaio,903.241.658-89,1997-10-14T23:05:35.239136,Beatriz Sá,,Desconhecido,2024-11-27T22:24:43.118236
Isadora Moura,185.369.247-64,1993-03-24T22:35:38.260544,Bruna Melo,,Feminino,2024-03-31T09:14:01.075630
Daniel Machado,860.432.519-06,2000-10-14T15:56:05.490802,Natália Aparecida,,Masculino,2024-12-29T17:54:40.257731
Luiz Gustavo Almeida,951.780.364-84,1965-03-08T08:41:45.779215,Evelyn Guerra,,Masculino,2024-03-16T09:24:27.754465
Marcos Vinicius da Cruz,974.132.058-23,1986-06-27T22:23:42.599235,Pietra Teixeira,,Masculino,2024-02-02T07:49:52.363364
Davi Lucca Duarte,062.174.983-40,1991-12-30T13:18:07.979557,Evelyn Pastor,,Masculino,2025-04-25T23:19:43.163495
Heloisa Machado,327.041.568-08,1991-08-25T08:59:06.751656,Amanda Fernandes,,Feminino,2025-06-03T10:14:49.484615
Anthony Rocha,290.783.654-47,2007-01-14T05:16:48.102270,Esther Farias,,Desconhecido,2023-11-12T23:47:07.924616
Yuri Câmara,491.652.783-64,1991-08-30T00:30:12.760165,Ana Julia Alves,,Masculino,2025-01-11T13:57:27.897973
Maria Luiza Fernandes,183.976.425-28,1961-01-06T13:55:10.869279,Melina da Cunha,,Feminino,2024-02-19T03:16:08.682415
Esther Moreira,734.815.026-80,2002-10-16T14:22:49.118936,Alana Martins,,Feminino,2024-10-02T06:55:36.961333
Maria Cecília da Mota,971.483.065-66,1956-10-25T07:59:23.419284,Isabella Garcia,,Desconhecido,2024-07-12T03:46:01.972364
Augusto Viana,432.807.569-10,1999-08-13T02:07:31.368266,Isabelly Andrade,,Masculino,2024-09-18T20:32:53.042804
Luísa Monteiro,286.709.145-49,1960-04-06T17:35:41.817408,Maitê Silva,,Feminino,2025-10-15T21:17:59.010880
Davi Rezende,872.051.694-02,1975-03-21T03:50:08.981664,Ana Júlia da Conceição,,Masculino,2024-07-31T19:54:40.992213
Gabriela Aragão,690.487.521-67,1984-03-28T19:25:27.108516,Maria Vitória Jesus,,Feminino,2025-07-07T16:35:50.384053
Bruno Machado,156.402.389-33,1984-05-06T03:18:00.014028,Ana Carolina Pinto,,Desconhecido,2025-09-14T00:49:06.496189
Beatriz Correia,259.713.604-34,1953-04-23T21:21:00.258131,Bruna Farias,,Feminino,2024-11-15T01:43:15.413873
Ana Cecília Camargo,094.876.132-69,1987-07-30T23:41:58.832523,Manuella Câmara,,Feminino,2024-05-02T20:40:07.524981
Mateus Sampaio,380.721.954-41,1986-04-18T21:35:52.969744,Giovanna da Cunha,,Desconhecido,2024-08-14T13:55:32.654872
Ana Lívia Freitas,517.406.289-85,1953-12-23T21:33:29.419284,Maria Isis Montenegro,,Desconhecido,2024-02-19T10:16:11.073727
Rael Freitas,892.463.715-00,1981-09-14T05:24:09.073754,Letícia Albuquerque,,Masculino,2025-06-10T17:00:39.162782
Luiz Otávio Siqueira,249.873.506-29,1989-09-15T20:45:37.578833,Luana Montenegro,,Masculino,2025-01-08T13:14:39.482435
Caroline da Mota,487.162.593-19,2000-01-08T02:47:06.074814,Maysa da Mota,,Desconhecido,2025-07-11T03:38:35.760627
Vitor Hugo Borges,453.208.961-15,1962-05-24T10:25:30.485236,Raquel Moraes,,Desconhecido,2024-03-14T04:07:58.991756
Manuella Nunes,364.910.725-25,1989-04-28T12:08:09.881129,Elisa Barbosa,,Feminino,2024-08-19T10:10:28.840891
Brenda da Cruz,328.506.741-17,1951-05-19T20:02:21.739186,Olivia Mendes,,Desconhecido,2025-08-19T04:00:20.834153
Enrico Siqueira,960.358.712-59,1978-04-12T11:58:05.268808,Agatha Costela,,Masculino,2025-07-14T08:10:31.166530
Isaque Nascimento,270.184.695-11,2006-06-10T22:07:09.782038,Luna Pereira,,Desconhecido,2024-09-30T12:32:54.277195
Heitor Ferreira,541.630.792-70,1969-07-30T04:54:27.591210,Nicole Novaes,,Masculino,2025-05-08T13:42:08.767649
Luiz Otávio da Rosa,589.263.701-86,1996-07-04T02:25:45.716172,Laura Abreu,,Desconhecido,2025-04-19T22:16:48.251597
Vinicius Pastor,654.192.837-19,1976-12-03T13:38:27.375898,Brenda Fonseca,,Masculino,2025-02-19T23:32:23.466862
Rafael Siqueira,512.986.307-03,1983-04-16T22:41:38.551525,Camila da Paz,,Masculino,2024-04-17T22:57:02.475722
Fernando Silva,320.574.816-62,1983-09-28T15:58:14.159694,Elisa Martins,,Masculino,2024-02-14T23:32:28.176089
Matteo Sales,530.128.947-05,1969-10-31T03:40:16.971283,Isabella Sousa,,Masculino,2024-05-25T13:00:03.247158
Lucas Gabriel Macedo,842.310.769-87,1984-10-05T18:52:31.049465,Laura Mendonça,,Masculino,2024-05-06T20:10:08.840928
Juliana Siqueira,051.748.392-05,2002-12-24T19:37:36.441641,Cecilia Costela,,Desconhecido,2025-02-02T23:15:08.693020
Maria Júlia Vasconcelos,746.192.358-73,1957-05-01T09:25:39.518386,Maria Vitória Câmara,,Feminino,2024-04-06T16:58:43.878682
Luigi Santos,746.309.582-74,1988-07-28T23:27:29.567096,Ana Laura Nunes,,Desconhecido,2024-10-19T14:38:23.596968
Diego da Rosa,238.469.510-05,1977-12-19T06:36:14.467238,Lavínia Albuquerque,,Masculino,2025-07-24T16:38:02.337884
Isaac Siqueira,956.043.817-48,1964-05-15T19:13:52.206123,Luna da Costa,,Masculino,2025-01-02T16:32:36.717347
Paulo Casa Grande,493.678.205-00,1949-06-06T08:29:05.696452,Vitória Vargas,,Masculino,2024-02-07T01:57:08.079084
Catarina Souza,158.407.369-10,2001-12-22T23:50:35.361791,Brenda Barros,,Desconhecido,2025-04-10T02:15:40.289113
Gabriela Cavalcante,284.567.109-11,1968-10-17T00:33:22.141631,Bárbara Leão,,Feminino,2025-04-02T07:27:14.414218
Marcos Vinicius Fonseca,461.270.893-87,2003-09-02T08:56:30.008387,Sofia da Luz,,Masculino,2025-09-07T00:28:59.095794
Ravi Viana,347.681.259-64,1986-07-13T09:07:42.847651,Bárbara Cirino,,Masculino,2024-06-17T12:42:10.958517
Ísis Teixeira,560.178.234-26,2001-11-26T18:13:55.807261,Alícia Teixeira,,Feminino,2023-11-18T17:06:18.661242
Yago Cavalcanti,942.385.617-91,1957-05-05T20:25:48.422026,Catarina Silva,,Masculino,2024-03-03T12:30:08.517340
Liz Santos,154.620.387-71,2000-03-02T02:48:16.185607,Manuela Nascimento,,Desconhecido,2024-08-28T19:37:14.932207
Bento Santos,356.924.871-28,1962-02-10T19:34:27.007930,Manuela Pimenta,,Masculino,2025-05-24T03:31:05.077412
Alana Oliveira,098.352.467-00,1989-05-27T15:00:58.490330,Bárbara Brito,,Desconhecido,2025-10-10T03:18:45.570426
Apollo Cardoso,174.956.283-91,1975-11-01T01:42:08.160397,Mariane Freitas,,Masculino,2024-10-04T03:19:22.676848
Evelyn Leão,630.298.715-68,1981-09-17T16:36:02.398628,Rafaela Cavalcanti,,Feminino,2025-03-08T16:43:36.389521
Rafael Aragão,047.316.985-10,1952-06-13T05:39:54.063433,Stella Mendonça,,Masculino,2024-07-20T00:07:43.076194
Ester das Neves,358.264.791-91,1983-05-17T02:20:04.834426,Milena Moura,,Desconhecido,2024-05-22T18:25:18.613700
Maria Isis Carvalho,075.412.396-07,1952-01-02T09:28:05.136418,Luana Moraes,,Desconhecido,2025-01-10T14:24:25.251654
Maria Isis Nunes,092.376.851-30,1947-06-21T16:23:14.824582,Maria Vasconcelos,,Feminino,2025-03-15T13:42:39.051420
Lavínia Novais,958.246.310-42,1962-12-19T11:50:33.645387,Maria Fernanda da Luz,,Desconhecido,2024-12-27T17:31:45.472846
Freitas da Paz e Filhos EIRELI,,,,70.261.583/0001-90,,2024-08-25T22:03:27.898962
Nina Farias,987.263.105-03,1981-08-09T21:22:57.999206,Ana Clara Mendes,,Desconhecido,2025-09-08T15:09:32.740202
Augusto da Mota,491.037.685-20,1952-11-14T01:05:26.748941,Cecilia Almeida,,Masculino,2024-09-15T13:15:30.892006
Lavínia Pinto,468.750.932-00,1983-11-02T00:20:19.222866,Maria Laura Ribeiro,,Feminino,2024-01-13T18:28:29.213478
Yan Novais,578.901.326-03,1960-07-23T04:44:47.527568,Milena Cassiano,,Masculino,2025-06-19T18:58:49.143406
Pedro Henrique Aragão,765.431.082-07,1982-10-25T03:54:23.526225,Maria Laura Gomes,,Masculino,2025-03-07T12:41:29.808428
Lucas Gabriel Cirino,698.103.274-04,1953-04-06T08:20:32.710729,Olivia Barros,,Desconhecido,2024-10-25T09:15:24.751060
Luiza da Paz,172.609.358-12,1984-08-29T12:21:45.823902,Julia Pinto,,Desconhecido,2025-07-16T05:41:24.309274
Maria Eduarda Farias,075.491.632-43,1995-09-17T17:31:16.601029,Lívia da Luz,,Feminino,2024-02-19T04:25:12.300802
Lucas Almeida,427.516.308-71,2005-12-21T10:39:52.678649,Isis Ramos,,Desconhecido,2025-04-09T05:52:36.397265
Ana Cecília Guerra,854.176.209-20,1952-04-06T16:15:35.172093,Marina Fonseca,,Feminino,2024-07-30T22:52:34.970449
Eduarda Fonseca,853.416.097-00,1954-06-13T10:30:30.909440,Ana Vieira,,Feminino,2025-04-23T03:27:35.336709
Pedro Henrique das Neves,094.236.157-16,1976-04-30T15:52:17.347197,Helena Siqueira,,Masculino,2025-05-20T09:43:44.051729
Ian da Conceição,251.839.746-91,1974-12-17T05:20:42.494289,Ana Liz Moura,,Masculino,2025-09-03T00:13:36.172299
Heloísa Oliveira,285.106.437-17,2002-11-05T07:32:25.553514,Clara Mendonça,,Feminino,2024-08-22T11:01:06.876460
Ayla Câmara,041.578.396-84,2003-02-25T14:11:26.141755,Hellena Pires,,Feminino,2025-10-14T14:51:24.049940
Enzo Cavalcanti,349.160.825-24,1967-03-08T15:03:19.360643,Maria Laura da Cunha,,Masculino,2024-07-16T00:03:36.854780
Lunna Rodrigues,218.096.735-77,1970-08-26T02:50:22.861372,Ana Cecília Araújo,,Feminino,2025-08-05T18:20:10.524784
Levi Ramos,367.804.512-07,1963-02-26T13:32:11.994746,Zoe Sousa,,Masculino,2025-07-10T07:37:03.237044
Luiz Fernando Costa,740.612.398-13,1985-08-18T09:25:53.177802,Heloísa Alves,,Masculino,2025-03-09T23:47:14.429955
Maria Luísa Andrade,895.162.074-30,1962-03-10T17:11:34.471192,Maria Sophia Machado,,Desconhecido,2024-11-06T13:07:17.887403
Matheus Guerra,970.651.324-80,1962-06-05T05:52:55.587455,Maria Luiza Marques,,Masculino,2024-12-15T04:32:06.477934
Ravy da Mota,638.149.207-40,1962-03-13T18:48:45.005872,Luara Lopes,,Masculino,2024-11-05T19:34:03.466532
Gustavo Azevedo,745.398.620-65,2000-02-27T21:36:39.011300,Hadassa Abreu,,Masculino,2025-03-03T00:02:59.522844
Arthur Gabriel Lopes,572.048.196-67,1983-05-22T20:29:47.321289,Anna Liz da Cruz,,Masculino,2024-10-19T21:08:23.720964
Enzo Vasconcelos,408.715.936-10,1969-04-14T18:46:01.580256,Lavínia Cardoso,,Masculino,2024-10-28T12:58:54.899587
Rafael da Costa,675.819.423-09,1979-09-20T16:48:35.927853,Emanuella Fernandes,,Desconhecido,2024-12-02T03:08:05.316935
Thomas Porto,391.024.567-61,1950-04-12T13:37:40.625500,Fernanda Leão,,Masculino,2025-09-18T16:36:39.298848
Pedro Henrique Machado,683.925.170-59,1980-10-30T19:43:26.419336,Ana Beatriz da Rosa,,Masculino,2024-04-17T05:25:57.112417
Beatriz Freitas,964.231.805-98,1957-12-05T23:04:13.549698,Luana Abreu,,Feminino,2025-04-12T08:43:53.339839
Erick Garcia,906.478.512-02,1946-01-31T12:59:59.037060,Mirella Garcia,,Masculino,2023-12-18T01:26:06.506052
Ana Júlia Teixeira,586.724.310-90,2005-06-16T10:46:21.647484,Stella Macedo,,Feminino,2025-02-07T12:30:15.441084
Leonardo Sampaio,654.873.290-10,1996-02-03T04:15:58.586254,Milena Costa,,Desconhecido,2023-12-19T14:19:50.148122
Liz Monteiro,012.456.839-42,1959-04-27T18:55:20.362018,Aurora Pires,,Desconhecido,2024-10-10T16:56:10.796837
Rodrigo Fonseca,691.028.734-78,1979-02-12T09:41:47.024255,Beatriz Teixeira,,Masculino,2024-01-26T23:00:51.322206
Asafe Mendonça,054.863.271-53,1992-05-23T04:42:49.692229,Catarina Pacheco,,Masculino,2024-11-13T19:02:57.395410
Marcela Nogueira,421.958.760-85,1969-09-12T05:30:24.979568,Maria da Luz,,Desconhecido,2024-01-19T21:29:52.697002
Ryan Silveira,901.375.486-48,1948-04-24T13:08:38.749522,Isabelly Pinto,,Masculino,2025-10-04T06:59:00.898620
Ágatha da Mota,572.940.183-32,1997-12-19T00:57:15.595443,Luana Azevedo,,Feminino,2024-05-07T01:03:16.854684
Nicole Sampaio,519.087.264-58,1965-04-14T09:26:09.873410,Manuella Santos,,Feminino,2024-09-23T13:19:21.040017
Maria da Mata,325.679.108-59,1987-02-23T04:55:03.119723,Stella Sampaio,,Feminino,2025-06-02T08:01:57.497964
Elisa Dias,730.198.256-95,1956-11-27T12:02:15.533882,Ana Lívia Machado,,Desconhecido,2025-07-24T12:39:07.243333
Lucas Brito,931.675.802-59,1985-02-25T05:46:21.903178,Luna Aparecida,,Masculino,2025-09-12T19:31:50.632345
Rafaela Vieira,369.857.241-91,1956-11-30T01:04:36.796048,Aurora da Cunha,,Feminino,2024-08-01T12:22:55.791823
Antônio da Cunha,846.037.192-13,1965-05-23T15:21:31.356454,Stephany Castro,,Desconhecido,2025-03-04T05:25:06.800247
Luana Rios,074.129.683-78,1971-01-16T05:48:25.753442,Maria Clara Ferreira,,Desconhecido,2024-09-21T03:19:34.709342
Luísa Souza,439.825.710-14,1960-02-24T20:14:55.920242,Valentina Silveira,,Feminino,2024-11-01T13:11:58.596900
Ana Laura Carvalho,359.012.486-51,1997-07-31T18:35:38.063499,Ana Lívia Leão,,Feminino,2024-03-27T12:51:55.873107
